codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
34935;153/D/10;2010-04-06;2010-08-30;2010-12-13;Viabilizar a realizaaao de Auditoria de Seguranaa Operacional na empresa Manaus Aerotaxi, com a finalidade de verificar a conformidade dos procedimentos operacionais, de treinamento e de manutenaao com os requisitos manimos de seguranaa estabelecidos na legislaaao aeronautica.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34935;154/D/10;2010-04-06;2010-06-21;2010-08-26;Analisar a criaaao de mecanismos a fim de intensificar as aaaes de vigilancia operacional sobre as empresas de taxi aareo, visando coibir a pratica de violaaaes as normas vigentes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34935;155/D/10;2010-04-06;2010-04-06;NULL;Examinar os manuais de manutenaao do motor PT6A, a fim de avaliar se os procedimentos de inspeaao, relativos a mediaao de temperatura do Fuel Heater possam ser tratados no mesmo capatulo dos procedimentos de inspeaao quanto aos aspectos gerais, vazamentos e seguranaa.;***;PRATT & WHITNEY;PRATT & WHITNEY CANADENSE
34935;156/D/10;2010-04-06;2010-04-06;NULL;Realizar estudos, a fim de avaliar a pertinencia da inclusao nas Fichas de Inspeaao dos procedimentos previstos, no que se refere ao teste realizado quanto a mediaao de temperatura no Fuel Heater e no cover do filtro da bomba de alta pressao do motor modelo PT6A.;***;PRATT & WHITNEY;PRATT & WHITNEY CANADENSE
34935;157/D/10;2010-04-06;2010-04-06;NULL;Realizar Auditoria de Seguranaa Operacional Especial na empresa Manaus Aerotaxi, no intuito de verificar se as aaaes de prevenaao do Elo-SIPAER tam alcanaado os objetivos propostos no PPAA.;***;CENIPA;CENTRO DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;158/D/10;2010-04-06;2010-04-06;NULL;Promover a divulgaaao dos fatores contribuintes deste Acidente Aeronautico as Empresas de Taxi-Aareo, Escolas de Aviaaao, Oficinais de Manutenaao Aeronautica, Aeroclubes e Operadores de aeronaves equipadas com o motor PT6A, com a finalidade de disseminar os ensinamentos para a prevenaao.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;158/D/10;2010-04-06;2010-04-06;NULL;Promover a divulgaaao dos fatores contribuintes deste Acidente Aeronautico as Empresas de Taxi-Aareo, Escolas de Aviaaao, Oficinais de Manutenaao Aeronautica, Aeroclubes e Operadores de aeronaves equipadas com o motor PT6A, com a finalidade de disseminar os ensinamentos para a prevenaao.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;158/D/10;2010-04-06;2010-04-06;NULL;Promover a divulgaaao dos fatores contribuintes deste Acidente Aeronautico as Empresas de Taxi-Aareo, Escolas de Aviaaao, Oficinais de Manutenaao Aeronautica, Aeroclubes e Operadores de aeronaves equipadas com o motor PT6A, com a finalidade de disseminar os ensinamentos para a prevenaao.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;158/D/10;2010-04-06;2010-04-06;NULL;Promover a divulgaaao dos fatores contribuintes deste Acidente Aeronautico as Empresas de Taxi-Aareo, Escolas de Aviaaao, Oficinais de Manutenaao Aeronautica, Aeroclubes e Operadores de aeronaves equipadas com o motor PT6A, com a finalidade de disseminar os ensinamentos para a prevenaao.;***;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;158/D/10;2010-04-06;2010-04-06;NULL;Promover a divulgaaao dos fatores contribuintes deste Acidente Aeronautico as Empresas de Taxi-Aareo, Escolas de Aviaaao, Oficinais de Manutenaao Aeronautica, Aeroclubes e Operadores de aeronaves equipadas com o motor PT6A, com a finalidade de disseminar os ensinamentos para a prevenaao.;***;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;158/D/10;2010-04-06;2010-04-06;NULL;Promover a divulgaaao dos fatores contribuintes deste Acidente Aeronautico as Empresas de Taxi-Aareo, Escolas de Aviaaao, Oficinais de Manutenaao Aeronautica, Aeroclubes e Operadores de aeronaves equipadas com o motor PT6A, com a finalidade de disseminar os ensinamentos para a prevenaao.;***;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;158/D/10;2010-04-06;2010-04-06;2010-09-13;Promover a divulgaaao dos fatores contribuintes deste Acidente Aeronautico as Empresas de Taxi-Aareo, Escolas de Aviaaao, Oficinais de Manutenaao Aeronautica, Aeroclubes e Operadores de aeronaves equipadas com o motor PT6A, com a finalidade de disseminar os ensinamentos para a prevenaao.;***;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34935;159/D/10;2010-04-06;2010-09-13;2010-09-13;Divulgar um alerta aos operadores civis e militares de aeronaves equipadas com motores PT6A quanto a importancia da verificaaao da temperatura no Oil-to-Fuel Heater ou no cover do filtro da bomba mecanica de combustavel, nos moldes do manual de manutenaao do fabricante do motor, a fim identificar, oportunamente, possaveis falhas com o elemento tarmico do Fuel Heater.;ADOTADA;CENIPA;CENTRO DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34858;A-538/CENIPA/2016-01;2019-06-28;2019-11-22;2019-12-10;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAaaO, A FIM DE ALERTAR OS PILOTOS E OPERADORES DA AVIAaaO AGRaCOLA BRASILEIRA SOBRE OS RISCOS DE COLISaO COM LINHAS DE TRANSMISSaO DECORRENTES DE PLANEJAMENTOS INADEQUADOS.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34844;228/D/09;2009-12-07;2009-12-17;NULL;Divulgar este Acidente Aeronautico aos operadores e pilotos, tendo por objetivo realaar o risco agregado a operaaao da aeronave pela nao utilizaaao do checklist.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34844;228/D/09;2009-12-07;2009-12-17;NULL;Divulgar este Acidente Aeronautico aos operadores e pilotos, tendo por objetivo realaar o risco agregado a operaaao da aeronave pela nao utilizaaao do checklist.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34844;228/D/09;2009-12-07;2009-12-17;NULL;Divulgar este Acidente Aeronautico aos operadores e pilotos, tendo por objetivo realaar o risco agregado a operaaao da aeronave pela nao utilizaaao do checklist.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34844;228/D/09;2009-12-07;2009-12-17;2010-01-13;Divulgar este Acidente Aeronautico aos operadores e pilotos, tendo por objetivo realaar o risco agregado a operaaao da aeronave pela nao utilizaaao do checklist.;ADOTADA;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34844;228/D/09;2009-12-07;2009-12-17;2010-01-26;Divulgar este Acidente Aeronautico aos operadores e pilotos, tendo por objetivo realaar o risco agregado a operaaao da aeronave pela nao utilizaaao do checklist.;ADOTADA;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34844;228/D/09;2009-12-07;2009-12-17;2010-03-12;Divulgar este Acidente Aeronautico aos operadores e pilotos, tendo por objetivo realaar o risco agregado a operaaao da aeronave pela nao utilizaaao do checklist.;ADOTADA;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34844;228/D/09;2009-12-07;2009-12-17;2010-07-14;Divulgar este Acidente Aeronautico aos operadores e pilotos, tendo por objetivo realaar o risco agregado a operaaao da aeronave pela nao utilizaaao do checklist.;ADOTADA;SERIPA-1;PRIMEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34841;237/2012;2012-07-03;2012-08-07;2012-10-30;Divulgar, com finalidade preventiva, as empresas aeroagracolas, os ensinamentos colhidos e as recomendaaaes emitidas na presente investigaaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34841;238/2012;2012-07-03;2012-08-07;2012-11-19;Atuar junto a empresa Aeropel Aero Operaaaes Agracolas Ltda., a fim de que a empresa aperfeiaoe os mecanismos de supervisao das suas atividades aareas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34840;236/2012;2012-07-03;2012-08-07;2012-10-30;Divulgar o conteado do presente relatario aos operadores da aviaaao agracola, enfatizando a importancia do reconhecimento pravio da area a ser sobrevoada durante os voos de aplicaaao agracola e os cuidados com o posicionamento do sol.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34838;A-011/CENIPA/2014 - 002;2014-01-27;2014-03-20;2015-05-20;Mesmo nao tendo contribuado para o acidente recomenda-se reavaliar os fatores internos que sucederam o acidente, referentes aos mecanismos de Controle de Trafego Aareo e de Busca e Salvamento em vigor.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
34838;A-011/CENIPA/2014 - RSV 001;2014-01-27;2014-03-19;2014-09-26;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins voltadas aos operadores de aeronaves da aviaaao geral (RBAC 91), enfatizando os cuidados no planejamento dos voos e a obediancia as regras de Trafego Aareo, no que diz respeito as condiaaes manimas para a operaaao IFR.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34836;A-524/CENIPA/2016 - 01;2018-09-04;2018-10-17;2019-02-15;Alertar sobre os procedimentos adotados pelas oficinas de manutenaao que possuem o modelo S-76A em suas especificaaaes operativas, relativos as intervenaaes de manutenaao em qualquer fiaaao elatrica com material isolante do tipo KAPTON, com a finalidade de evitar que o manuseio cause flexao, toraao e/ou compressao nas fiaaaes elatricas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34836;A-524/CENIPA/2016 - 02;2018-09-04;2018-10-17;2019-02-15;Efetuar gestaes de forma a identificar se as oficinas de manutenaao encontram-se em conformidade com o requisito do RBAC 135.431, com a finalidade de identificar a existancia e a eficacia de um Sistema de Analise e Supervisao Continuada da Manutenaao, visando a mitigaaao de falhas no processo que possam causar condiaaes inseguras apas intervenaaes de manutenaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34836;A-524/CENIPA/2016 - 03;2018-09-04;2019-02-21;2020-06-04;Verificar junto a Sikorsky a necessidade da emissao de documentaaao tacnica relativa a procedimentos especaficos de manutenaao, aplicaveis as aeronaves com longo tempo em atividade, bem como as caracterasticas praprias do envelhecimento de componentes especaficos, principalmente no que se refere a fiaaao elatrica com material isolante do tipo KAPTON.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34776;A-010/CENIPA/2014 - RSV 001;2014-03-31;2014-06-16;2014-11-27;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins voltadas aos proprietarios, operadores e exploradores de aeronaves que operam reguladas pelo RBAC 135.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34776;A-010/CENIPA/2014 - RSV 002;2014-03-31;2014-06-16;2014-08-13;Realizar uma avaliaaao nas operaaaes da Empresa TASUL - Taxi-Aareo Ltda., com objetivo de garantir os naveis de seguranaa de operaaao da empresa em completo acordo com a legislaaao aeronautica vigente e o MGO adotado pela empresa.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34775;002/A/09 SERIPA 5;2009-02-26;2009-02-26;NULL;De imediato, divulgar os ensinamentos deste acidente a todos os seus instrutores e alunos de AB-115, como forma de elevar o navel de consciancia situacional de seus tripulantes.;***;AEROC MONT;AEROCLUBE DE MONTENEGRO
34755;010/D/08;2008-10-07;2008-10-07;NULL;Que alerte seus pilotos para as vantagens de nao se assumir riscos desnecessarios. No vao em que ocorreu o acidente nao era necessario voar a baixassima altura ao ponto de viabilizar a colisao contra uma arvore.;***;NOVA MUTUM-AG;AERO AGRaCOLA NOVA MUTUM LTDA
34755;010/D/08;2008-10-07;2008-10-07;NULL;Que alerte seus pilotos para as vantagens de nao se assumir riscos desnecessarios. No vao em que ocorreu o acidente nao era necessario voar a baixassima altura ao ponto de viabilizar a colisao contra uma arvore.;***;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34755;011/D/08;2008-10-07;2008-10-07;NULL;Que reporte todas as ocorrancias com suas aeronaves, de forma a permitir que, com vistas a prevenaao de acidentes, o processo de investigaaao seja conduzido oportuna e adequadamente.;***;SERIPA-6;SEXTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34739;IG-006/CENIPA/2014 - RSV 001;2014-01-24;2014-03-19;2014-09-26;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins voltadas aos operadores de aeronaves da aviaaao regular (RBAC 121), enfatizando a aplicaaao constante dos conceitos de CRM.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34659;A-573/CENIPA/2014 - 01;2018-12-04;2019-02-19;2019-03-01;Divulgar os ensinamentos colhidos na presente investigaaao, a fim de alertar pilotos e operadores da aviaaao civil brasileira quanto aos riscos decorrentes da operaaao sem a devida observancia de todos os aspectos referentes ao planejamento do voo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34656;048/2011;2011-06-27;2011-06-28;2016-01-07;Implementar um processo de certificaaao para os Grupamentos Aeropoliciais e de Defesa Civil, estabelecendo requisitos manimos na area de operaaaes, de manutenaao de aeronaves, de treinamento e de jornada de trabalho, atravas da criaaao de regulamentaaao especafica para Operaaaes Aareas de Seguranaa Pablica e/ou Defesa Civil.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
34651;241/2011;2011-09-23;2011-10-20;NULL;Observar o disposto na Seaao 61.23, do RBHA 61, mantendo valida a habilitaaao tacnica dos pilotos de helicaptero.;***;DETRAN-DF;DEPARTAMENTO DE TRaNSITO DO DISTRITO FEDERAL
34651;242/2011;2011-09-23;2011-10-20;NULL;Introduzir na lista de verificaaaes (check list) da aeronave PR-EBQ, a inspeaao das marcas do torque nas porcas autofrenantes/parafusos com deformaaao elaptica das portas deslizantes.;***;DETRAN-DF;DEPARTAMENTO DE TRaNSITO DO DISTRITO FEDERAL
34651;243/2011;2011-09-23;2011-10-20;NULL;Orientar os inspetores de manutenaao, para a observancia dos procedimentos de manutenaao previstos nos manuais pertinentes, quando estiverem executando as tarefas de supervisao.;***;LIDERSIGN;LaDER SIGNATURE
34651;244/2011;2011-09-23;2011-10-20;NULL;Determinar a utilizaaao dos procedimentos previstos no MET, Capatulo 52-91-10-401, quando da instalaaao e remoaao das portas deslizantes dos modelos HB 350 B, AS 350 (todas as versaes), AS 355 (todas as versaes) e AS 550 A2.;***;LIDERSIGN;LaDER SIGNATURE
34651;245/2011;2011-09-23;2011-10-20;NULL;Determinar a substituiaao sistematica da porca PN ASN52320BH060N por uma nova, quando da reinstalaaao da porta deslizante dos modelos HB 350 B, AS 350 (todas as versaes), AS 355 (todas as versaes) e AS 550 A2.;***;LIDERSIGN;LaDER SIGNATURE
34651;246/2011;2011-09-23;2011-10-20;NULL;Determinar a proibiaao do uso de graxa ou de qualquer lubrificante, nos termos do MET, item 1.2, do Capatulo 52.91.10.401, e itens 1.2 e 2, do Capatulo 52.91.10.501, quando da reinstalaaao da porta deslizante dos modelos HB 350 B, AS 350 (todas as versaes), AS 355 (todas as versaes) e AS 550 A2.;***;LIDERSIGN;LaDER SIGNATURE
34651;247/2011;2011-09-23;2011-10-20;NULL;Determinar o uso da marcaaao do torque das porcas PN ASN52320BH060N e dos parafusos com deformaaao elaptica - PN 350A25-14-1348-22, com tinta vermelha, conforme o MTC, Capatulo 20.02.05.404, pagina 9, item 1.8, quando da reinstalaaao da porta deslizante dos modelos HB 350 B, AS 350 (todas as versaes), AS 355 (todas as versaes) e AS 550 A2.;***;LIDERSIGN;LaDER SIGNATURE
34651;248/2011;2011-09-23;2011-09-23;NULL;Promover a divulgaaao deste incidente aos operadores e as oficinas de helicapteros de sua area de atuaaao, realaando os riscos decorrentes da reutilizaaao das porcas PN ASN52320BH060N e da aplicaaao de graxa ou outro produto nos componentes da porta deslizante, quando da sua remoaao, instalaaao ou regulagem, de acordo com o manual de manutenaao do fabricante da aeronave.;***;SERIPA-2;SEGUNDO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34651;248/2011;2011-09-23;2011-09-23;NULL;Promover a divulgaaao deste incidente aos operadores e as oficinas de helicapteros de sua area de atuaaao, realaando os riscos decorrentes da reutilizaaao das porcas PN ASN52320BH060N e da aplicaaao de graxa ou outro produto nos componentes da porta deslizante, quando da sua remoaao, instalaaao ou regulagem, de acordo com o manual de manutenaao do fabricante da aeronave.;***;SERIPA-3;TERCEIRO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34651;248/2011;2011-09-23;2011-09-23;NULL;Promover a divulgaaao deste incidente aos operadores e as oficinas de helicapteros de sua area de atuaaao, realaando os riscos decorrentes da reutilizaaao das porcas PN ASN52320BH060N e da aplicaaao de graxa ou outro produto nos componentes da porta deslizante, quando da sua remoaao, instalaaao ou regulagem, de acordo com o manual de manutenaao do fabricante da aeronave.;***;SERIPA-4;QUARTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34651;248/2011;2011-09-23;2011-09-23;NULL;Promover a divulgaaao deste incidente aos operadores e as oficinas de helicapteros de sua area de atuaaao, realaando os riscos decorrentes da reutilizaaao das porcas PN ASN52320BH060N e da aplicaaao de graxa ou outro produto nos componentes da porta deslizante, quando da sua remoaao, instalaaao ou regulagem, de acordo com o manual de manutenaao do fabricante da aeronave.;***;SERIPA-5;QUINTO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
34651;248/2011;2011-09-23;2011-09-23;NULL;Promover a divulgaaao deste incidente aos operadores e as oficinas de helicapteros de sua area de atuaaao, realaando os riscos decorrentes da reutilizaaao das porcas PN ASN52320BH060N e da aplicaaao de graxa ou outro produto nos componentes da porta deslizante, quando da sua remoaao, instalaaao ou regulagem, de acordo com o manual de manutenaao do fabricante da aeronave.;***;SERIPA-7;SaTIMO SERVIaO REGIONAL DE INVESTIGAaaO E PREVENaaO DE ACIDENTES AERONaUTICOS
